D A T E,KODEX 200,TIGER KOSDAQ150,TIGER S&P500,TIGER SYNTH-EURO STOXX 50(H),ACE Japan Nikkei225(H),TIGER CHINA A300,KOSEF 10YKTB,KBSTAR Credit,TIGER SYNTH-HY(H),KODEX Gold Futures(H),TIGER WTI Futures,KODEX INVERSE,KODEX USD Futures,KODEX USD Futures Inverse,KOSEF Enhanced Cash
1/30/23,0.1061,0.0576,0.069,0.1048,0.0547,0.0964,0.0434,0.0234,0.0274,0.0641,0.0069,-0.0943,-0.0257,0.0305,0.0051
1/31/23,0.089,0.0626,0.059,0.1006,0.0541,0.0872,0.0362,0.0246,0.0253,0.0553,-0.0184,-0.0799,-0.0221,0.0266,0.0051
2/1/23,0.1008,0.0854,0.0723,0.109,0.0538,0.0888,0.0436,0.0263,0.0223,0.0624,0.0034,-0.0905,-0.0221,0.0272,0.0054
2/2/23,0.1193,0.1203,0.0767,0.1061,0.0772,0.07,0.0527,0.0305,0.0312,0.0507,-0.0374,-0.1053,-0.0382,0.0442,0.0058
2/3/23,0.1239,0.1187,0.0769,0.1014,0.0503,0.05,0.0462,0.0279,0.0304,0.0362,-0.052,-0.1081,-0.0282,0.034,0.0056
2/6/23,0.0558,0.0921,0.0769,0.0603,0.0639,0.0217,0.0253,0.0216,0.0184,0.0186,-0.0145,-0.0517,-0.0088,0.0145,0.0043
2/7/23,0.0624,0.1181,0.076,0.0617,0.0679,0.03,0.0241,0.0221,0.0188,0.0157,0.0085,-0.0577,-0.0066,0.0117,0.0045
2/8/23,0.0789,0.1286,0.0886,0.0718,0.0648,0.0238,0.0223,0.0216,0.0109,0.0177,0.0327,-0.0726,-0.0031,0.0089,0.0046
2/9/23,0.0472,0.1186,0.0562,0.0472,0.0582,0.0408,0.013,0.0198,0.0012,-0.0032,0.0385,-0.0429,0.0157,-0.0142,0.0045
2/10/23,0.0432,0.1256,0.0471,0.0436,0.0594,0.0293,0.0096,0.0196,0.007,-0.0113,0.035,-0.0379,0.0207,-0.0147,0.0044
2/13/23,0.0248,0.1031,0.0248,0.0118,0.0539,0.0273,-0.0082,0.0133,-0.0066,-0.02,0.007,-0.0207,0.031,-0.0256,0.0036
2/14/23,0.0309,0.1177,0.039,0.0264,0.0611,0.0182,-0.0046,0.0141,-0.0053,-0.0216,0.0139,-0.0269,0.0247,-0.0196,0.0036
2/15/23,0.0114,0.0962,0.0347,0.0239,0.0468,0.0202,-0.0098,0.0136,-0.0061,-0.0292,-0.0012,-0.0083,0.0364,-0.03,0.0036
2/16/23,0.0233,0.1329,0.038,0.0305,0.0746,0.0035,-0.005,0.0144,-0.007,-0.0467,-0.0023,-0.0199,0.0429,-0.0374,0.0036
2/17/23,0.0224,0.1311,0.0202,0.0258,0.0523,0.0005,-0.0118,0.0104,-0.009,-0.0489,-0.025,-0.0197,0.0522,-0.0451,0.0033
2/20/23,0.0195,0.1552,0.0437,0.0393,0.0383,0.0194,-0.0238,0.0072,-0.0099,-0.0476,-0.0482,-0.0167,0.0515,-0.0445,0.0025
2/21/23,0.018,0.1606,0.0397,0.0352,0.0338,0.0194,-0.0212,0.0069,-0.0152,-0.05,-0.0571,-0.0156,0.051,-0.0461,0.0024
2/22/23,0.0004,0.1332,0.0241,0.023,0.0221,0.0164,-0.026,0.0065,-0.0247,-0.0512,-0.0627,0.0021,0.0587,-0.0526,0.0024
2/23/23,0.013,0.1361,0.0259,0.0296,0.0221,0.008,-0.0218,0.0076,-0.0144,-0.0547,-0.0851,-0.0104,0.0533,-0.0472,0.0027
2/24/23,0.004,0.1254,0.0257,0.0348,0.0338,-0.0045,-0.0177,0.0085,-0.0099,-0.0575,-0.0627,-0.0021,0.0596,-0.0521,0.0029
2/27/23,-0.0413,0.0885,-0.0196,-0.0034,0.0046,-0.037,-0.0222,0.0051,-0.0148,-0.0635,-0.0701,0.0465,0.077,-0.0692,0.0023
2/28/23,-0.0386,0.1145,-0.0162,0.0188,0.0062,-0.0288,-0.035,0.0037,-0.0148,-0.0616,-0.069,0.0432,0.0784,-0.0692,0.0022
3/2/23,-0.0265,0.0537,-0.048,0.0089,0.0054,0.0357,-0.0463,-0.0045,-0.0131,-0.0643,0.0059,0.0289,0.0804,-0.0717,0.0012
3/3/23,-0.0283,0.0825,-0.0433,0.0119,0.0181,0.0359,-0.0471,-0.0044,-0.0139,-0.0421,0.0238,0.03,0.0593,-0.0561,0.0011
3/6/23,0.0082,0.1173,-0.0169,0.0262,0.0245,0.0147,-0.0325,-0.0012,-0.007,-0.0162,0.0689,-0.0073,0.0373,-0.0351,0.0015
3/7/23,-0.0032,0.0895,-0.0154,0.0248,0.0231,-0.0055,-0.0262,-0.0014,-0.0037,-0.0166,0.0649,0.0032,0.0359,-0.0347,0.0015
3/8/23,-0.0325,0.0812,-0.0433,0.0003,0.0347,0.0035,-0.0292,-0.0028,0.0017,-0.0385,0.0023,0.0343,0.0486,-0.0475,0.0015
3/9/23,-0.0324,0.0587,-0.0347,0.0102,0.0399,-0.0084,-0.028,-0.0027,-0.0021,-0.0385,-0.022,0.0342,0.0517,-0.047,0.0014
3/10/23,-0.0405,0.0484,-0.0464,0,0.0199,-0.0085,-0.0146,-0.0004,-0.0107,-0.0176,-0.0338,0.0415,0.0484,-0.046,0.0018
3/13/23,-0.0269,0.0585,-0.0363,0.0096,0.0176,-0.0251,0.0061,0.0053,-0.0173,0.0045,-0.0253,0.0275,0.0205,-0.0196,0.0024
3/14/23,-0.0553,0.0035,-0.0658,-0.0419,-0.0132,-0.0164,0.0115,0.0051,-0.0152,0.0229,-0.0617,0.0596,0.0342,-0.0334,0.0029
3/15/23,-0.0249,0.0597,-0.047,-0.0139,0.003,-0.0257,0.0045,0.0042,-0.0091,0.0256,-0.0742,0.0272,0.0191,-0.018,0.0028
3/16/23,-0.0474,0.0163,-0.0607,-0.0443,-0.0225,-0.0262,0.0085,0.0041,-0.0132,0.0411,-0.1407,0.0512,0.0234,-0.0231,0.0032
3/17/23,-0.0279,0.0542,-0.0268,-0.0315,0.0032,-0.019,0.0195,0.0078,-0.0133,0.056,-0.1155,0.0306,0.0056,-0.0057,0.0036
3/20/23,-0.0382,0.0263,-0.0462,-0.0579,-0.0199,-0.0425,0.027,0.0087,-0.0149,0.0761,-0.14,0.0413,0.0146,-0.0136,0.0036
3/21/23,-0.0344,0.0198,-0.028,-0.0296,-0.0197,-0.0308,0.0251,0.0085,-0.0113,0.0721,-0.1211,0.0381,0.0155,-0.0119,0.0039
3/22/23,-0.005,0.0622,0.0008,-0.0058,0.012,-0.0265,0.0312,0.0083,0.0055,0.0539,-0.0908,0.0062,0.0051,-0.0023,0.004
3/23/23,-0.0145,0.0625,-0.0128,-0.0156,0.0131,-0.0212,0.0282,0.009,-0.0021,0.08,-0.0526,0.0158,-0.0103,0.0131,0.0039
3/24/23,-0.009,0.0836,-0.015,-0.0205,-0.0073,-0.01,0.0289,0.0085,-0.0041,0.086,-0.0789,0.0115,-0.0064,0.008,0.0039
3/27/23,-0.0047,0.0835,0.0047,0.001,0.0019,-0.0125,0.0301,0.0088,-0.0042,0.0843,-0.0813,0.0062,-0.013,0.0139,0.0039
3/28/23,0.0041,0.0594,-0.0001,-0.0185,0.0022,-0.0227,0.0425,0.009,-0.0037,0.0744,-0.0418,-0.0021,-0.016,0.0174,0.0042
3/29/23,0.0056,0.0773,0.0021,-0.0175,0.0151,-0.0213,0.0408,0.0095,-0.0042,0.077,-0.0311,-0.0041,-0.0126,0.0145,0.0043
3/30/23,0.0127,0.0938,0.012,-0.0047,0.0151,-0.0183,0.0393,0.0094,0,0.0803,-0.0406,-0.0104,-0.0147,0.018,0.0047
3/31/23,0.0246,0.0985,0.016,0.0091,0.0235,-0.0084,0.0386,0.01,0.0029,0.0887,-0.0239,-0.0228,-0.0147,0.0168,0.0048
4/3/23,0.0147,0.0913,0.0291,0.0097,0.0175,-0.0005,0.0336,0.0095,0.0095,0.0576,0.0163,-0.0115,0.018,-0.0126,0.0047
4/4/23,0.0193,0.088,0.0367,0.0154,0.0215,0.0034,0.0399,0.0109,0.005,0.0708,0.0361,-0.0156,0.0167,-0.0126,0.0048
4/5/23,0.0251,0.116,0.0313,0.0121,0.0064,-0.0059,0.0399,0.0107,0.01,0.0957,0.0396,-0.0208,0.0115,-0.0086,0.0051
4/6/23,-0.0071,0.0861,0.0072,-0.003,-0.0166,0.0189,0.0399,0.0115,0.0033,0.0823,0.0173,0.0106,0.0193,-0.0176,0.0051
4/7/23,0.0152,0.1196,0.011,0.002,-0.0189,0.0403,0.0332,0.0104,-0.0021,0.0871,0,-0.0105,0.0171,-0.0148,0.0051
4/10/23,0.0544,0.1916,0.0536,0.0221,-0.0097,0.0348,0.0307,0.01,0.0058,0.085,0.0737,-0.048,0,0.0023,0.0046
4/11/23,0.0682,0.212,0.0578,0.0306,0.0026,0.0343,0.0293,0.0097,0.0066,0.0884,0.0725,-0.0613,0.0021,0.0006,0.0048
4/12/23,0.0716,0.1848,0.0558,0.0292,0.0066,0.0378,0.0287,0.0098,0.0091,0.0963,0.0857,-0.0644,0.0046,-0.0023,0.0046
4/13/23,0.065,0.1703,0.0421,0.0312,0.0165,0.0207,0.0124,0.0044,0.0214,0.0724,0.0791,-0.0577,0.0137,-0.0108,0.0044
4/14/23,0.0944,0.2348,0.0717,0.0769,0.0559,0.0232,0.0036,0.0047,0.0192,0.0668,0.1072,-0.0844,-0.0034,0.0069,0.0041
4/17/23,0.0727,0.178,0.0449,0.0599,0.0449,0.0494,0.0081,0.0033,0.0197,0.0384,0.1939,-0.0666,0.0102,-0.0063,0.0035
4/18/23,0.0711,0.1759,0.0469,0.0582,0.0503,0.0596,0.0079,0.0033,0.0218,0.0313,0.1807,-0.0635,0.014,-0.0115,0.0035
4/19/23,0.0719,0.1697,0.0441,0.0599,0.0498,0.054,0.0064,0.0031,0.0189,0.0261,0.1702,-0.0646,0.0213,-0.0166,0.0035
4/20/23,0.0766,0.1293,0.0634,0.0924,0.0716,0.0485,-0.004,0.0007,0.019,0,0.186,-0.0692,0.0127,-0.0115,0.0036
4/21/23,0.0684,0.1084,0.0427,0.062,0.0739,0.0267,0.0011,0.0026,0.0186,0.0012,0.15,-0.0612,0.0165,-0.0144,0.0036
4/24/23,0.0484,0.0546,0.0399,0.056,0.0618,0.0131,-0.0032,0.0018,0.0125,-0.0077,0.0986,-0.0423,0.0365,-0.0329,0.0032
4/25/23,0.0352,0.0402,0.0425,0.0556,0.0602,0.0086,-0.0045,0.0019,0.0121,-0.0004,0.1258,-0.032,0.0365,-0.0306,0.0032
4/26/23,0.0341,0.0369,0.0338,0.0467,0.0553,0.0106,-0.0033,0.0022,0.0163,0.0004,0.1089,-0.0289,0.0373,-0.0329,0.0033
4/27/23,0.0424,0.076,0.0186,0.0412,0.048,0.0192,-0.0026,0.0025,0.0184,0.0128,0.0742,-0.037,0.032,-0.0269,0.0035
4/28/23,0.0324,0.0715,0.0345,0.0514,0.0601,0.0248,-0.0019,0.0034,0.0192,0.0125,0.0362,-0.028,0.035,-0.0297,0.0034
5/2/23,0.0227,0.0493,0.0266,0.021,0.0475,0.006,0.0004,0.0016,0.0104,-0.0023,0.0184,-0.017,0.0358,-0.0314,0.0027
5/3/23,0.0187,0.0112,0.0071,0.0073,0.0363,-0.0191,0.009,0.0041,-0.0041,0.0278,-0.0905,-0.0148,0.0181,-0.0162,0.0028
5/4/23,0.0101,0.0236,-0.0085,-0.0013,0.0182,-0.0219,0.0069,0.0049,0.0074,0.0267,-0.1427,-0.0074,0.0093,-0.0058,0.003
5/8/23,0.0182,-0.0318,0.0062,0.0096,0.0559,-0.0223,0.0018,0.0032,0.0021,-0.0011,-0.1084,-0.0138,0.0088,-0.0023,0.0022
5/9/23,0.0151,-0.0447,0.0059,0.0123,0.0655,-0.0257,0.0022,0.0037,-0.0025,0.0015,-0.0982,-0.0117,0.0109,-0.0041,0.0022
5/10/23,-0.0008,-0.0829,0.0041,0.0136,0.0526,-0.0302,-0.0042,0.0022,0.0012,0.0134,-0.0945,0.0043,0.0088,-0.0041,0.0022
5/11/23,-0.0165,-0.1117,0.0052,0.0049,0.0404,-0.0297,0.0012,0.0037,0.0037,0.0123,-0.0901,0.0218,0.008,-0.0035,0.0023
5/12/23,-0.0242,-0.0935,0.0048,0.0059,0.046,-0.0384,0.0035,0.0041,-0.0004,-0.0072,-0.1313,0.0295,0.0134,-0.0064,0.0025
5/15/23,-0.0269,-0.1119,-0.0041,0.0007,0.0395,-0.0158,-0.0021,0.0021,-0.0053,-0.0176,-0.1496,0.034,0.0328,-0.0274,0.0019
5/16/23,-0.0242,-0.1034,-0.0065,-0.0046,0.0493,-0.0143,0.0007,0.0032,-0.0037,-0.0221,-0.1364,0.0296,0.0357,-0.0291,0.0019
5/17/23,-0.0213,-0.0803,-0.0094,-0.0069,0.0559,-0.0422,0.005,0.0043,-0.0033,-0.0164,-0.1403,0.0263,0.024,-0.0196,0.0019
5/18/23,-0.0104,-0.0836,-0.0014,0.0069,0.0671,-0.0519,0.001,0.0032,-0.0062,-0.0138,-0.1028,0.0142,0.0185,-0.0116,0.002
5/19/23,0.0028,-0.0716,0.0134,0.0108,0.0759,-0.0609,-0.0003,0.0032,-0.0025,-0.0147,-0.0947,0.0011,0.0054,-0.0017,0.0019
5/22/23,0.0173,-0.0062,0.0129,0.0114,0.087,-0.0437,-0.0016,0.0023,0.0021,-0.0104,-0.0799,-0.0152,-0.0012,0.0064,0.0015
5/23/23,0.0203,0.0058,0.0142,0.0117,0.0824,-0.0614,-0.0075,0.0022,0.0025,-0.0166,-0.0599,-0.0163,-0.0058,0.0111,0.0016
5/24/23,0.0236,0.0169,0.0046,-0.0085,0.0713,-0.0574,-0.0119,0.0018,-0.0033,-0.0054,-0.039,-0.0205,-0.0091,0.0135,0.0015
5/25/23,0.0357,0.0178,0.0005,-0.0166,0.0775,-0.0596,-0.0183,-0.0002,-0.0078,-0.0231,-0.0588,-0.0299,-0.0012,0.0041,0.0017
5/26/23,0.0404,0.0183,0.0115,-0.0092,0.0864,-0.055,-0.0216,-0.0013,-0.0119,-0.0273,-0.0713,-0.0361,-0.0029,0.0076,0.0016
5/30/23,0.0487,-0.0026,0.0182,0,0.0846,-0.08,-0.0193,-0.0009,-0.0082,-0.0305,-0.0397,-0.0427,-0.0058,0.0082,0.0013
5/31/23,0.0412,0.0079,0.0114,-0.0209,0.0699,-0.0859,-0.0102,0.0009,-0.0053,-0.0162,-0.077,-0.0374,-0.0045,0.0094,0.0014
6/1/23,0.0379,0.0176,0.0108,-0.0248,0.079,-0.0913,-0.0119,0.0005,-0.0061,-0.0166,-0.0891,-0.0342,-0.0082,0.0106,0.0019
6/2/23,0.0399,0.0048,0.0124,-0.0144,0.0833,-0.0778,-0.0056,0.0023,-0.0025,-0.0074,-0.0613,-0.0367,-0.0226,0.0259,0.0022
6/5/23,0.0564,0.0223,0.0418,0.0063,0.1229,-0.0777,-0.0194,-0.0023,0.0016,-0.0512,0.0524,-0.0522,-0.0071,0.0111,0.0018
6/7/23,0.0541,0.0408,0.0428,0.0076,0.1084,-0.0956,-0.0149,-0.0006,0.0012,-0.043,0.0301,-0.0501,-0.0104,0.014,0.0019
6/8/23,0.0396,0.0388,0.0276,-0.0066,0.0934,-0.0977,-0.0215,-0.0009,-0.0029,-0.043,0.0089,-0.0377,-0.0088,0.0122,0.0022
6/9/23,0.0566,0.0725,0.0336,-0.0056,0.1021,-0.0901,-0.0201,-0.001,0.0062,-0.0353,-0.02,-0.0538,-0.0196,0.0227,0.0023
6/12/23,0.0643,0.1058,0.0379,-0.0016,0.1047,-0.0803,-0.0214,-0.0023,0.0074,-0.0276,-0.0192,-0.0594,-0.0322,0.034,0.0019
6/13/23,0.0694,0.1252,0.0477,0.0089,0.1265,-0.0915,-0.0219,-0.001,0.0066,-0.0276,-0.0435,-0.0647,-0.0441,0.0475,0.002
6/14/23,0.0642,0.0788,0.0501,0.0089,0.1437,-0.0859,-0.0269,-0.0026,0.0029,-0.0352,-0.0154,-0.0583,-0.0387,0.041,0.0022
6/15/23,0.0575,0.0929,0.0505,0.0092,0.1314,-0.0791,-0.0245,-0.0021,0.0103,-0.0443,-0.0194,-0.0552,-0.0375,0.0429,0.0023
6/16/23,0.0597,0.0968,0.0666,0.0164,0.1289,-0.0685,-0.0243,-0.0023,0.0119,-0.0269,-0.0064,-0.0554,-0.0464,0.0518,0.0025
6/19/23,0.026,0.0694,0.0419,0.0023,0.0853,-0.0484,-0.015,-0.0008,0.0111,-0.0106,-0.0249,-0.0241,-0.0319,0.035,0.0024
6/20/23,0.0242,0.0618,0.0403,-0.0078,0.0829,-0.0509,-0.0154,-0.0005,0.0091,-0.0121,-0.0262,-0.023,-0.0315,0.0344,0.0026
6/21/23,0.0146,0.0468,0.0369,-0.0126,0.0912,-0.0586,-0.0122,0.0002,0.0066,-0.0211,-0.0212,-0.0131,-0.0236,0.0263,0.0027
6/22/23,0.0107,0.0309,0.0342,-0.0213,0.0692,-0.0621,-0.0176,-0.0009,0.0054,-0.0265,0.0166,-0.0077,-0.015,0.0174,0.0029
6/23/23,0.0028,0.016,0.0344,-0.0226,0.0588,-0.0528,-0.0127,-0.0011,0.0079,-0.0279,-0.0525,-0.0033,-0.0038,0.0046,0.003
6/26/23,0.009,0.0466,0.0438,0.0036,0.0584,-0.0434,0.0039,0.0029,0.0116,-0.0174,-0.0353,-0.0066,-0.0116,0.014,0.0028
6/27/23,0.0086,0.034,0.0417,0.0046,0.0556,-0.0365,0.004,0.0033,0.012,-0.0162,-0.029,-0.0066,-0.0145,0.0181,0.0029
6/28/23,0.0031,0.0221,0.0484,0.0099,0.0741,-0.0317,0.0036,0.0029,0.0087,-0.0229,-0.0542,-0.0022,-0.01,0.0128,0.0031
6/29/23,0.003,0.0187,0.0495,0.0136,0.0779,-0.0286,0.0029,0.0032,0.0178,-0.0285,-0.0378,-0.0022,-0.0025,0.0052,0.0033
6/30/23,-0.0075,0.0207,0.0381,0.0042,0.0621,-0.0145,-0.0026,0.0018,0.0116,-0.0187,-0.0351,0.0078,-0.0008,0.0064,0.0033
7/3/23,0.0057,0.0364,0.0472,0.0338,0.0686,-0.0081,-0.0069,0.0005,0.0111,-0.0359,-0.0077,-0.0034,0.0076,-0.0023,0.0025
7/4/23,0.0017,0.0331,0.0474,0.0268,0.0602,-0.0064,-0.0076,0.0008,0.0119,-0.0296,-0.0102,0,0.0034,0.0017,0.0025
7/5/23,-0.0106,0.0443,0.0341,0.0158,0.035,-0.0119,-0.0042,0.0012,-0.0016,-0.0139,-0.0299,0.0157,-0.0029,0.0058,0.0027
7/6/23,-0.0182,0.0192,0.0305,0.0039,0.0196,-0.0157,-0.0085,0.0012,0.0045,-0.0155,-0.0162,0.0236,-0.0004,0.0035,0.003
7/7/23,-0.03,-0.0022,0.0234,-0.0184,0.0217,0.0011,-0.0172,-0.0016,-0.0037,-0.0276,0.0089,0.0359,0.0042,-0.0011,0.0028
7/10/23,-0.043,-0.023,0.017,-0.0234,-0.0011,-0.0016,-0.0156,-0.0017,0.0041,-0.0248,0.0281,0.0511,0.0136,-0.0119,0.0023
7/11/23,-0.0255,0.0061,0.0262,-0.0036,0.003,0.0005,-0.0072,-0.0001,0.0016,-0.0197,0.0294,0.0307,0.0038,-0.0023,0.0025
7/12/23,-0.0128,-0.0021,0.0265,-0.0003,-0.0136,0.0011,-0.0102,-0.0009,0.0033,-0.015,0.0705,0.0158,0.0051,-0.0011,0.0025
7/13/23,-0.0097,-0.0035,0.0261,0.0033,-0.0144,0.0178,-0.0014,0.0011,0.0041,-0.0032,0.1124,0.0147,0.0073,-0.0034,0.0028
7/14/23,0.0103,0.0496,0.0277,0.0039,-0.0334,0.0138,0.0015,0.0026,0.018,0.002,0.0936,-0.0079,-0.0073,0.0096,0.003
7/17/23,0.0051,0.0295,0.0131,-0.0006,-0.0429,-0.0349,0.0032,0.0024,0.009,-0.0071,0.0487,-0.0023,0.0004,0.0028,0.0028
7/18/23,-0.0014,0.0612,0.017,-0.0061,-0.0353,-0.0381,0.0043,0.002,0.0073,-0.0043,0.0462,0.0056,-0.0043,0.009,0.0028
7/19/23,0.0029,0.0839,0.0299,-0.0006,-0.0105,-0.0346,0.0101,0.003,0.0122,0.0075,0.06,0.0011,-0.0086,0.0118,0.0029
7/20/23,0.0016,0.1001,0.0316,0,-0.0244,-0.026,0.007,0.0028,0.0151,0.0115,0.0588,0.0022,-0.0034,0.0079,0.0032
7/21/23,0.0121,0.1279,0.0311,0.0056,-0.0367,-0.0082,0.0011,0.0017,0.0107,0.0148,0.0687,-0.0089,-0.003,0.0051,0.0032
7/24/23,0.0211,0.1397,0.0355,0.0155,-0.002,-0.0099,0.0059,0.0026,0.0156,0.0206,0.1135,-0.0144,-0.013,0.019,0.0029
7/25/23,0.0229,0.1771,0.0408,0.0218,-0.0018,0.026,0.0028,0.0029,0.0127,0.021,0.1412,-0.0177,-0.0164,0.0224,0.003
7/26/23,0.0046,0.1237,0.0457,0.0201,0.0002,0.0166,-0.0005,0.0011,0.016,0.0209,0.1358,-0.0033,-0.018,0.023,0.003
7/27/23,0.0172,0.0916,0.0504,0.0155,0.0126,0.017,0.0016,0.0024,0.0164,0.0213,0.131,-0.0133,-0.0143,0.0177,0.0032
7/28/23,0.0204,0.1442,0.0365,0.0266,-0.0113,0.0333,-0.0056,0.0012,0.0107,0.0154,0.1651,-0.0155,-0.0193,0.0219,0.0032
7/31/23,0.0221,0.1719,0.0366,0.0188,0.0026,0.0321,-0.0005,0.0025,0.0131,0.0232,0.1468,-0.0177,-0.0303,0.0336,0.0031
8/1/23,0.0389,0.166,0.0382,0.0185,0.0073,0.0321,0.0026,0.0033,0.0143,0.024,0.1636,-0.0343,-0.022,0.0255,0.0031
8/2/23,0.0163,0.1184,0.0304,-0.0036,-0.0152,0.0316,-0.0036,0.0026,0.0045,0.0187,0.1714,-0.0122,-0.0104,0.0145,0.0032
8/3/23,-0.006,0.104,0.01,-0.0234,-0.0431,0.0336,-0.0141,0.0016,0.0045,0.0061,0.1277,0.009,-0.0033,0.0075,0.0034
8/4/23,-0.0019,0.0976,0.0117,-0.0165,-0.0355,0.053,-0.0164,0.0007,0.0008,-0.0012,0.1449,0.0056,0.0084,-0.0052,0.0035
8/7/23,0.0275,0.0724,0.0163,0.0181,-0.0027,0.0501,0.0009,0.0033,0.0119,0.0081,0.145,-0.0249,0.005,-0.0006,0.0033
8/8/23,0.0189,0.0727,0.0187,0.0224,-0.0034,0.0567,0.0066,0.0042,0.0168,0.0061,0.1337,-0.0152,0.013,-0.0086,0.0034
8/9/23,0.03,0.1011,0.0189,0.0191,-0.0065,0.0528,0.0033,0.004,0.0111,0.0045,0.1463,-0.026,0.013,-0.0092,0.0036
8/10/23,0.0284,0.1163,0.0216,0.031,0.015,0.0515,0.0082,0.0051,0.0115,-0.0069,0.1516,-0.0249,0.0126,-0.0069,0.0039
8/11/23,0.0066,0.0761,0.0085,0.0112,0.0123,0.035,-0.0031,0.0037,0.0094,-0.0128,0.1253,-0.0022,0.0283,-0.0222,0.0039
8/14/23,-0.0313,0.0315,-0.0118,-0.0185,-0.009,0.0185,-0.0125,0.0002,-0.0012,-0.0261,0.0702,0.0375,0.0557,-0.0474,0.003
8/16/23,-0.0459,0.0028,-0.0167,-0.0304,-0.0181,0.0125,-0.011,0.0005,-0.004,-0.0305,0.0547,0.0533,0.0613,-0.053,0.003
8/17/23,-0.045,0.0238,-0.0219,-0.0317,-0.0137,0.0356,-0.0219,0.0002,-0.002,-0.0353,0.0709,0.0532,0.0616,-0.0552,0.0035
8/18/23,-0.0439,-0.0193,-0.0338,-0.0355,-0.0269,0.0301,-0.0153,0.0012,-0.0125,-0.0384,0.0858,0.0505,0.0653,-0.0588,0.0034
8/21/23,-0.0401,-0.0393,-0.0391,-0.0362,-0.0229,0.0011,-0.0215,0,-0.0012,-0.0453,0.0702,0.0459,0.0528,-0.043,0.0027
8/22/23,-0.0363,-0.0305,-0.0318,-0.027,-0.0097,0.0077,-0.0222,0,-0.0004,-0.0398,0.0548,0.0436,0.046,-0.0396,0.0029
8/23/23,-0.0384,-0.05,-0.0318,-0.0225,-0.0088,-0.0022,-0.0163,0.0009,0.0004,-0.0382,0.0488,0.0447,0.0485,-0.0407,0.003
8/24/23,-0.0316,-0.036,-0.0169,-0.0179,-0.0103,0.0017,-0.0139,0.0018,0.0004,-0.0257,0.0296,0.036,0.0353,-0.0316,0.0031
8/25/23,-0.0438,-0.0673,-0.0422,-0.0349,-0.0278,-0.0388,-0.016,0.001,-0.002,-0.0285,0.0162,0.0519,0.041,-0.036,0.0033
8/28/23,-0.0341,-0.0147,-0.0319,-0.0396,-0.0163,-0.0481,-0.0062,0.0015,0.0045,-0.0203,0.0126,0.0393,0.0406,-0.0343,0.0027
8/29/23,-0.0296,-0.0131,-0.0263,-0.0297,-0.0157,-0.0381,-0.004,0.0025,0.0069,-0.0175,0.008,0.0337,0.0389,-0.0326,0.0026
8/30/23,-0.0267,-0.0098,-0.0133,-0.0249,-0.0118,-0.037,-0.0052,0.0026,0.0077,-0.0104,0.0297,0.0314,0.0414,-0.0332,0.0028
8/31/23,-0.0306,-0.0431,-0.0158,-0.0331,-0.0198,-0.0417,-0.0009,0.0035,0.0036,-0.0099,0.0227,0.0361,0.0437,-0.0376,0.003
9/1/23,-0.0368,-0.0541,-0.0199,-0.0341,-0.0199,-0.0427,0,0.0028,-0.0048,-0.0139,0.0313,0.0436,0.0306,-0.0271,0.0111
9/4/23,-0.0026,-0.0334,0.0052,-0.0085,0.0245,-0.0508,0.0056,0.0031,0.0122,0.004,0.0621,0.0067,0.0108,-0.0086,0.0028
9/5/23,-0.0037,-0.0409,-0.0058,-0.0154,0.0261,-0.0519,0.0029,0.0029,0.011,-0.0024,0.0712,0.0078,0.0196,-0.0161,0.0028
9/6/23,-0.0107,-0.049,-0.0086,-0.0184,0.0332,-0.0529,0.0042,0.0031,0.0093,-0.0076,0.0814,0.0145,0.0208,-0.0161,0.0028
9/7/23,-0.0132,-0.0224,-0.0107,-0.0233,0.0222,-0.0435,-0.0092,0.0008,0.0045,-0.0129,0.0606,0.0189,0.0254,-0.0224,0.0029
9/8/23,-0.0034,-0.0132,-0.0119,-0.0239,0.0109,-0.0625,-0.0082,0.0013,-0.0057,-0.0072,0.0645,0.0055,0.0166,-0.0145,0.0029
9/11/23,-0.005,-0.0369,-0.0023,-0.0258,-0.0036,-0.0359,-0.0079,0.0002,0.0085,0.0024,0.0628,0.0077,0.0103,-0.0052,0.0022
9/12/23,-0.0101,-0.0472,0.0005,-0.0232,0.0061,-0.0412,-0.0073,0.0005,0.0097,-0.0016,0.0673,0.0133,0.0062,-0.0029,0.0023
9/13/23,-0.0094,-0.0648,-0.0065,-0.034,0.0018,-0.0475,-0.0065,0,0.0041,-0.0069,0.0816,0.0133,0.009,-0.0052,0.0024
9/14/23,0.0137,-0.0268,0.0015,-0.0135,0.0358,-0.0407,0.0009,0.0023,0.0024,-0.0069,0.0933,-0.012,0,0.0012,0.0027
9/15/23,0.0269,-0.0288,0.0084,0.001,0.0468,-0.0401,0,0.0018,-0.004,-0.0008,0.1178,-0.0252,0.0012,0.0018,0.0028
9/18/23,0.0386,-0.0163,0.016,0.0138,0.0566,-0.026,-0.0036,0.001,0.0184,0.0161,0.1388,-0.0363,-0.0085,0.0106,0.0023
9/19/23,0.0307,-0.0211,0.014,0.0027,0.0562,-0.0249,-0.0001,0.0007,0.0123,0.0165,0.1456,-0.0278,-0.0045,0.0082,0.0023
9/20/23,0.0305,-0.0159,0.013,0.0088,0.0511,-0.026,-0.0026,0.0009,0.0106,0.0173,0.1242,-0.0278,-0.0033,0.0065,0.0024
